nTasks=32;
nThreads=45;
nCPUs=28;
nCores=61;
rh=[248.51542977265166 286.71940161395366 166.5957380276619 111.87602262927558 105.17934876723405 170.24562813453102 198.32448692429892 113.34213371658186 256.68893142338146 279.18691058220725 167.99941340928711 140.81251435887964 224.28733297877787 149.16506050578388 119.91118336742338 274.21327452640884 114.23584025910876 200.92342928078688 125.02316475111121 233.24763957219565 171.8176666992017 148.78007184115864 292.2134505886693 195.41985388466304 149.17520464027697 200.42220525849197 104.25622805141906 247.46992546586227 176.5364100816428 277.14935833213315 283.7058970121615 155.9044075301629 261.6056095558173 268.6657925931836 237.88922633019115 113.09232396362864 105.73735266056484 114.661054116032 205.77302464665024 212.73542421199653 257.63097349429586 185.08083339287276 152.63247715450646 102.46967874858785 153.42409888469794];
rc=[557.4078310538794 320.13242394975305 621.5753667633419 382.9644613165932 426.74876969204604 465.8940226672887 572.5351394653212 447.7638373874795 671.3871148110238 395.813581534602 661.3317555906885 434.09927502215464 422.2307367850995 461.77341340584735 644.9286813339459 560.8103212649518 373.0041578063868 666.4798679093662 595.8707808615956 411.82195532285164 432.1851472777747 461.9374959672605 624.0152666081897 670.5379574582405 625.0788212095858 548.4914171176988 303.301268915471 523.9835011264153];
CK=[
	[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
