nTasks=30;
nThreads=45;
nCPUs=26;
nCores=49;
rh=[277.04777255714794 142.9349990844238 186.4334598606925 136.27551024883377 138.49076382135672 229.4737925080335 106.37720325390825 164.60956760667304 243.7503254369795 200.1331244611855 235.5737256709593 245.14800499486685 156.67980151381823 189.5740584450822 100.5616851067487 226.91309143119946 155.40945110879557 199.35329855399254 114.18156401904709 183.11211213057047 251.80768288360787 172.8509903626167 198.4203659120538 117.56333688570437 290.1450187260559 280.0066374269352 134.03248295944118 107.70542006289483 225.50376567755666 216.63431494939968 254.86293924534326 260.23140141042313 159.19383412362845 232.06576990495452 141.03306309440384 251.28760167722572 290.1707340137866 103.14600636560944 208.93145482907863 233.98372849687738 124.6532136986862 130.3678516303375 182.95345491725567 124.29363104422714 257.3607995065007];
rc=[655.1099301831684 634.6331387561307 648.2703996226944 518.9741681968183 360.1897724742338 480.99290519374125 541.419623283597 508.782410706556 634.6642067156739 338.29665936182994 372.6666740132917 332.394765201171 557.8722391087572 503.4491888535101 683.6480684524333 502.9582111448467 301.9209346290702 360.5732715527979 630.9312317349182 621.9720703019407 679.9848790092947 364.5973991579525 619.683297676434 555.2910065235843 413.18283391029456 443.0262678750592];
CK=[
	[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
